Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,51.1527,52.1399,12.3796,16.0,0.5819610824596965,0.00030302549677711977
CHROM,101,51.0929,52.1399,14.8556,16.0,0.7152678695027084,0.007344776920497491
CHROM,104,50.9735,52.1399,12.3796,16.0,0.46998953992199133,0.012211819638421629
CHROM,107,51.0133,52.1399,12.3796,16.0,0.5768384129647943,0.0028860291286963687
CHROM,108,50.9735,52.1399,12.3796,16.0,0.6495485078775886,-0.003220543200389969
CHROM,109,51.0133,52.1399,12.3796,16.0,0.6660338467194771,0.0014066274149975872
CHROM,135,74.7876,52.1399,14.8556,16.0,0.3476131727805173,-0.002125857472760376
CHROM,151,50.8142,52.1399,12.3796,16.0,0.519105639726717,-0.007392114291898093
CHROM,18,44.5819,52.1399,17.3315,16.0,0.5030766231122121,0.006308976841522869
CHROM,188,51.1128,52.1399,19.8074,16.0,0.5396223408001561,-0.0012859593563541768
CHROM,199,44.9004,52.1399,17.3315,16.0,0.5039676234427888,0.008681441378019544
CHROM,266,51.292,52.1399,9.9037,16.0,0.7732232055850291,0.011427819816710021
CHROM,280,51.1527,52.1399,9.9037,16.0,0.6877685993458114,0.004114918646514707
CHROM,299,51.2522,52.1399,9.9037,16.0,0.6610023109121621,0.015470294847463519
CHROM,330,51.1726,52.1399,9.9037,16.0,0.7580820624654019,0.017892702945337933
CHROM,333,51.1527,52.1399,9.9037,16.0,0.7532991361394102,0.0017256025201730389
CHROM,336,52.0885,52.1399,9.9037,16.0,0.49747618680515004,0.031078660012358546
CHROM,337,51.9093,52.1399,9.9037,16.0,0.507493728353847,0.030242906381469727
CHROM,338,52.208,52.1399,9.9037,16.0,0.43495927410616153,0.03513222293212062
CHROM,347,51.3319,52.1399,9.9037,16.0,0.6491778003839849,0.018419328789760065
CHROM,36,51.1327,52.1399,12.3796,16.0,0.699560505928481,0.0006204864103543347
CHROM,364,44.2434,52.1399,19.8074,16.0,0.3588383129154543,0.013597127372931476
CHROM,4,51.5708,52.1399,17.3315,16.0,0.5667125735258784,0.04140008230577303
CHROM,50,50.8938,52.1399,12.3796,16.0,0.6719037691052029,0.01751150718962488
CHROM,6,50.9535,52.1399,19.8074,16.0,0.6111424430353971,-0.012694594468353932
CHROM,69,50.8938,52.1399,12.3796,16.0,0.544684272250843,0.016238227806403067
CHROM,9,51.3319,52.1399,12.3796,16.0,0.6743363250862692,0.034346964821107676
GBGR,10,51.5708,52.1399,9.9037,16.0,0.6745990248544311,-0.018822185788094282
GBGR,101,51.3518,52.1399,9.9037,16.0,0.6590405698219822,-0.021052319654862255
GBGR,104,51.1527,52.1399,12.3796,16.0,0.460471568076797,-0.017525681514136783
GBGR,107,51.5509,52.1399,24.7593,16.0,0.5110955672050561,-0.02938458094126761
GBGR,108,51.292,52.1399,12.3796,16.0,0.5767787722760058,-0.018660121917768103
GBGR,109,51.4314,52.1399,14.8556,16.0,0.6709911569995233,-0.01682548782612106
GBGR,135,74.8274,52.1399,9.9037,16.0,0.2983227422230609,-0.0024750249234374772
GBGR,151,51.2124,52.1399,12.3796,16.0,0.6554105736467828,-0.01750276923457831
GBGR,18,44.5221,52.1399,12.3796,16.0,0.4521905868865199,0.005008985318522282
GBGR,188,51.4115,52.1399,14.8556,16.0,0.4404803094984784,-0.021933563763797372
GBGR,199,44.9204,52.1399,14.8556,16.0,0.5065103476396424,-0.01725773168673546
GBGR,266,51.3518,52.1399,9.9037,16.0,0.7813128788333421,0.005168590204703898
GBGR,280,51.2323,52.1399,9.9037,16.0,0.6683699970680169,0.016561407107450975
GBGR,299,51.2721,52.1399,9.9037,16.0,0.7240431530993482,0.007071300181532064
GBGR,330,51.292,52.1399,9.9037,16.0,0.8134920130726759,0.0005449194363728186
GBGR,333,51.1726,52.1399,9.9037,16.0,0.7729667415296158,0.01443977735019426
GBGR,336,51.5509,52.1399,9.9037,16.0,0.6573116770856664,-0.01633064008585557
GBGR,337,51.4115,52.1399,9.9037,16.0,0.7357872167892603,-0.0009300985862291974
GBGR,338,51.5111,52.1399,12.3796,16.0,0.7133334199745095,-0.0020531321050116713
GBGR,347,51.4712,52.1399,9.9037,16.0,0.7080280098539757,0.0017089094607934212
GBGR,36,51.3916,52.1399,9.9037,16.0,0.5797072840404076,-0.01886349652597903
GBGR,364,44.323,52.1399,19.8074,16.0,0.398724162148942,-0.021826347191419397
GBGR,4,51.4513,52.1399,17.3315,16.0,0.748105910041166,-0.01428709471974118
GBGR,50,51.3518,52.1399,9.9037,16.0,0.5690747889391771,-0.030716358211366628
GBGR,6,51.292,52.1399,17.3315,16.0,0.6984453092074523,-0.003993587931554687
GBGR,69,52.1681,52.1399,9.9037,16.0,0.49047778539086184,-0.029388785452979377
GBGR,9,51.5111,52.1399,19.8074,16.0,0.7232307861594811,-0.016983537443694335
GREEN,10,52.4867,52.1399,0,16.0,0.25156905952702346,-0.019862508933119877
GREEN,101,43.4469,52.1399,0,16.0,0.2684089949681129,-0.03199720530618431
GREEN,104,44.2633,52.1399,0,16.0,0.2804666196009872,-0.03701374563169069
GREEN,107,52.2677,52.1399,24.7593,16.0,0.23629625314427838,-0.014219275483217386
GREEN,108,43.9248,52.1399,0,16.0,0.2939174127125955,-0.028788606944244004
GREEN,109,44.0642,52.1399,0,16.0,0.2888102627377208,-0.029759204524660396
