Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,51.12,51.2109,16.9583,12.0,0.6295174274931916,-0.0022824566155911262
CHROM,101,51.28,51.2109,19.3809,12.0,0.6683176031119473,0.006027032832093576
CHROM,104,51.38,51.2109,19.3809,12.0,0.5675306717191257,-0.00044503918397459645
CHROM,107,51.32,51.2109,14.5357,12.0,0.5480638885091824,-0.005341826399408729
CHROM,108,51.44,51.2109,14.5357,12.0,0.720976383016374,-0.008979316518724603
CHROM,109,51.42,51.2109,14.5357,12.0,0.6617094918668164,-0.007584816523271082
CHROM,135,55.5,51.2109,24.2261,12.0,0.3006250837637219,0.020832702111545687
CHROM,151,51.4,51.2109,14.5357,12.0,0.6738850922750472,-0.011681715007952651
CHROM,18,50.36,51.2109,16.9583,12.0,0.4569154399385964,0.018533079101842046
CHROM,188,51.16,51.2109,19.3809,12.0,0.5862144823818833,0.007487623011985239
CHROM,199,65.34,51.2109,14.5357,12.0,0.24299300538544832,-0.0027949871513391683
CHROM,266,50.96,51.2109,9.6904,12.0,0.7461546898887979,0.020192236365072495
CHROM,280,50.98,51.2109,9.6904,12.0,0.7468518049120481,0.01577983744407585
CHROM,299,51.08,51.2109,12.1131,12.0,0.7049972902604793,0.021983994321826943
CHROM,330,50.92,51.2109,14.5357,12.0,0.7706363568846097,0.020826720133297606
CHROM,333,50.9,51.2109,19.3809,12.0,0.728143744249014,0.012508871109723327
CHROM,336,50.56,51.2109,12.1131,12.0,0.6889004160150473,0.025957897184129518
CHROM,337,50.98,51.2109,9.6904,12.0,0.5385577475505982,0.03129060011668493
CHROM,338,49.92,51.2109,12.1131,12.0,0.49706583262068604,0.036674863261935434
CHROM,347,51.08,51.2109,21.8035,12.0,0.7504402498551164,0.01673017529672324
CHROM,36,51.22,51.2109,14.5357,12.0,0.6522321697895828,0.0027642364057968148
CHROM,364,50.14,51.2109,14.5357,12.0,0.5761738544712338,0.009949854740602707
CHROM,4,50.62,51.2109,9.6904,12.0,0.73267777790694,0.030863165231870198
CHROM,50,51.32,51.2109,9.6904,12.0,0.6558886775981213,0.012250771839575972
CHROM,6,51.18,51.2109,9.6904,12.0,0.6547394469263126,-0.0009045843831184953
CHROM,69,51.36,51.2109,14.5357,12.0,0.6093603723835426,-0.0029318496522793788
CHROM,9,50.86,51.2109,14.5357,12.0,0.6730143397810503,0.03290557057286271
GBGR,10,50.86,51.2109,12.1131,12.0,0.656662058181426,-0.026408081470223423
GBGR,101,50.56,51.2109,19.3809,12.0,0.668521095145167,-0.03625418526280931
GBGR,104,50.82,51.2109,19.3809,12.0,0.6214297838517224,-0.015431229769899623
GBGR,107,50.36,51.2109,19.3809,12.0,0.6195964824224462,-0.0382112677491845
GBGR,108,50.7,51.2109,14.5357,12.0,0.7109039882102499,-0.023454791696469912
GBGR,109,50.78,51.2109,12.1131,12.0,0.6638345765292377,-0.019626624168794057
GBGR,135,43.86,51.2109,12.1131,12.0,0.2195625471060939,-0.016208742557772847
GBGR,151,50.98,51.2109,14.5357,12.0,0.7151427658327596,-0.018641400404502784
GBGR,18,50.42,51.2109,16.9583,12.0,0.49593502058838146,-0.021540782527315106
GBGR,188,50.62,51.2109,12.1131,12.0,0.5821764766985429,-0.039629081497544086
GBGR,199,65.4,51.2109,14.5357,12.0,0.2881184441801963,-0.0005034949979349116
GBGR,266,51.02,51.2109,12.1131,12.0,0.6900553364640338,-0.013896862974018492
GBGR,280,51.2,51.2109,12.1131,12.0,0.7283213916847109,-0.0030432425136201393
GBGR,299,51.26,51.2109,12.1131,12.0,0.695510710655266,-0.010923796665471528
GBGR,330,51.04,51.2109,9.6904,12.0,0.757128671517072,-0.01752845851445732
GBGR,333,51.08,51.2109,12.1131,12.0,0.6825656761539658,-0.0012769894922689707
GBGR,336,50.92,51.2109,12.1131,12.0,0.7187187986256852,-0.014614826784917928
GBGR,337,51.38,51.2109,12.1131,12.0,0.6570915085238527,-0.01286537629905489
GBGR,338,51.18,51.2109,12.1131,12.0,0.6208749947166645,-0.023059262079246474
GBGR,347,51.36,51.2109,14.5357,12.0,0.7280136934800963,-0.00676961846645177
GBGR,36,50.44,51.2109,24.2261,12.0,0.6595132019261871,-0.034782837173447684
GBGR,364,50.24,51.2109,9.6904,12.0,0.5566585359302278,-0.0150914422596901
GBGR,4,51.02,51.2109,9.6904,12.0,0.766699779486773,-0.017616013891359514
GBGR,50,50.74,51.2109,9.6904,12.0,0.6696257656926135,-0.037610352409990125
GBGR,6,51.02,51.2109,12.1131,12.0,0.6703132088788126,-0.01487208738072001
GBGR,69,50.4,51.2109,14.5357,12.0,0.647177555538428,-0.02404310101633416
GBGR,9,50.78,51.2109,12.1131,12.0,0.644211285123441,-0.02350873553394122
GREEN,10,49.78,51.2109,0,12.0,0.2699156501150526,-0.02880414250681995
GREEN,101,50.12,51.2109,0,12.0,0.2741234327231271,-0.040016804279339215
GREEN,104,44.7,51.2109,0,12.0,0.2718074406498452,-0.044757412686622734
GREEN,107,46.28,51.2109,0,12.0,0.2824812074584282,-0.02508075941458995
GREEN,108,49.9,51.2109,0,12.0,0.27430552328725033,-0.03764493296802674
GREEN,109,44.62,51.2109,0,12.0,0.25442484568694024,-0.03846048010256764
GREEN,135,60.8,51.2109,21.8035,12.0,0.18903944439909826,-0.02270636017853383
GREEN,151,49.84,51.2109,0,12.0,0.2949982173455895,-0.02675217966195307
GREEN,18,44.48,51.2109,12.1131,12.0,0.40281871588396,-0.002064094736029837
GREEN,188,42.74,51.2109,0,12.0,0.2324530375661702,-0.039775435578394955
GREEN,199,40.98,51.2109,0,12.0,0.24946127183530087,0.0026432684618304726
GREEN,266,49.54,51.2109,0,12.0,0.39338805491906814,0.013270281540271257
GREEN,280,44.2,51.2109,0,12.0,0.35658694936053326,0.033561339555562245
GREEN,299,49.4,51.2109,0,12.0,0.31657245939300394,0.010598096981787455
GREEN,330,49.76,51.2109,0,12.0,0.341051503809109,0.007630869541738665
GREEN,333,41.54,51.2109,0,12.0,0.365022705638544,0.030718762085200534
GREEN,336,49.38,51.2109,0,12.0,0.3597228315598645,-0.0005606270961710059
GREEN,337,49.6,51.2109,0,12.0,0.2851577336960128,-0.01021289774708882
GREEN,338,49.52,51.2109,0,12.0,0.2805554941583487,-0.009016248467609417
GREEN,347,49.6,51.2109,0,12.0,0.31939610790446726,0.011985930851004993
GREEN,36,50.12,51.2109,0,12.0,0.28197196526146606,-0.03647116429372675
GREEN,364,46.86,51.2109,21.8035,12.0,0.3080152237194761,0.017074250116364955
GREEN,4,49.74,51.2109,16.9583,12.0,0.30724497039050114,0.0019307848177959133
GREEN,50,49.98,51.2109,0,12.0,0.25051463597243884,-0.03988773356847748
GREEN,6,50.0,51.2109,0,12.0,0.2844230111032463,-0.01931387992711384
GREEN,69,44.44,51.2109,0,12.0,0.2637478657987359,-0.04318213862089366
GREEN,9,49.74,51.2109,0,12.0,0.2829825388598063,-0.015425555480290128
ICA,10,51.12,51.2109,0,12.0,0.40443934487436173,-0.0028330680397095874
ICA,101,51.42,51.2109,0,12.0,0.2754424825530938,-0.005056651272418135
ICA,104,51.82,51.2109,19.3809,12.0,0.6054208805765271,-0.018665692805622764
ICA,107,51.24,51.2109,14.5357,12.0,0.35391174655027147,-0.00681242307911714
