Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,54.8363,64.4704,22.6286,8.0,0.46861432160870575,0.007019106355637781
CHROM,101,66.7035,64.4704,20.5714,8.0,0.5375185276700714,0.00850938064619024
CHROM,104,59.3363,64.4704,10.2857,8.0,0.40928994220749604,0.017545661756826092
CHROM,107,66.6239,64.4704,10.2857,8.0,0.5936086024175982,0.006564634552492798
CHROM,108,62.0642,64.4704,8.2286,8.0,0.49621254742656806,0.0029413284313474703
CHROM,109,66.7035,64.4704,10.2857,8.0,0.5788383414859889,0.003188858613230944
CHROM,135,66.2854,64.4704,8.2286,8.0,0.4295373893298686,-0.01127370010953189
CHROM,151,66.6438,64.4704,10.2857,8.0,0.5654349711419384,0.00937755172874447
CHROM,18,45.219,64.4704,16.4571,8.0,0.3334009213747494,0.018295995667993104
CHROM,188,54.8164,64.4704,10.2857,8.0,0.5472694284919313,0.010618851477017797
CHROM,199,45.8164,64.4704,8.2286,8.0,0.6227668139704241,-0.0031302279106668646
CHROM,266,66.7035,64.4704,10.2857,8.0,0.38658140277446373,0.015424967924338359
CHROM,280,62.0243,64.4704,12.3429,8.0,0.5739192614775628,0.0048717860709935525
CHROM,299,55.0155,64.4704,8.2286,8.0,0.5414967458476014,0.005465978465816564
CHROM,330,56.8872,64.4704,10.2857,8.0,0.5082719003624188,0.014132302514452069
CHROM,333,54.3584,64.4704,8.2286,8.0,0.5181980324905777,0.008699280041499315
CHROM,336,62.0642,64.4704,14.4,8.0,0.4353663599287917,0.007100912637355627
CHROM,337,50.396,64.4704,10.2857,8.0,0.508775613357935,0.00385245146964056
CHROM,338,56.8473,64.4704,8.2286,8.0,0.5187041369737093,0.008334140999601518
CHROM,347,62.1239,64.4704,12.3429,8.0,0.46454741450868264,-0.009016608661493583
CHROM,36,53.9204,64.4704,10.2857,8.0,0.48157523230126076,0.0036616051516117107
CHROM,364,58.3009,64.4704,10.2857,8.0,0.460360266412139,-0.007758336904863888
CHROM,4,54.5376,64.4704,14.4,8.0,0.5809973074246526,0.004271128543081995
CHROM,50,66.5442,64.4704,14.4,8.0,0.4705640039658544,0.017029276023316352
CHROM,6,54.6571,64.4704,8.2286,8.0,0.556002299056608,0.018848245980186622
CHROM,69,66.6438,64.4704,20.5714,8.0,0.5338867743838314,0.005357601858505051
CHROM,9,53.0044,64.4704,14.4,8.0,0.4662141182543569,0.017355319790149946
GBGR,10,56.3296,64.4704,10.2857,8.0,0.42766362475243047,-0.005999590511609617
GBGR,101,66.6836,64.4704,10.2857,8.0,0.5228825515233074,-0.00942567967647829
GBGR,104,48.0863,64.4704,12.3429,8.0,0.34382705787485457,-0.0011051529686121285
GBGR,107,66.6637,64.4704,10.2857,8.0,0.5748476368348902,-0.003496495114560252
GBGR,108,56.4491,64.4704,8.2286,8.0,0.43033776736308116,0.0023177262389040476
GBGR,109,66.7035,64.4704,10.2857,8.0,0.6189289277353913,-0.00014649182969177799
GBGR,135,66.385,64.4704,8.2286,8.0,0.3448312422120088,0.01006026999948486
GBGR,151,66.5841,64.4704,10.2857,8.0,0.5242840464705588,-0.01055243756284432
GBGR,18,45.219,64.4704,16.4571,8.0,0.3423421286590762,-0.016962064909510993
GBGR,188,61.8053,64.4704,12.3429,8.0,0.4578186011606131,-0.009575611783288371
