Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,71.5017,71.5716,10.2975,10.0,0.6493409454270764,0.01642240492778776
CHROM,101,71.4419,71.5716,10.2975,10.0,0.7090495562860072,0.03317872676496639
CHROM,104,71.3223,71.5716,10.2975,10.0,0.5601440921360583,0.007876348207705173
CHROM,107,71.3422,71.5716,10.2975,10.0,0.6816299436712135,0.009144564437166542
CHROM,108,71.6811,71.5716,10.2975,10.0,0.7359975942794008,-0.008598108425910226
CHROM,109,71.6213,71.5716,10.2975,10.0,0.6927335134564065,0.01318808820603547
CHROM,135,55.6146,71.5716,10.2975,10.0,0.34259238291040295,-0.0002231370894334188
CHROM,151,71.4817,71.5716,10.2975,10.0,0.698781687388685,0.0071067946485859285
CHROM,18,71.1229,71.5716,8.238,10.0,0.42889955436443383,0.016006467716149594
CHROM,188,71.6412,71.5716,10.2975,10.0,0.7444262392028447,-0.00044883061219720796
CHROM,199,59.8007,71.5716,10.2975,10.0,0.38877058044981205,-0.009978241425566364
CHROM,266,71.5415,71.5716,10.2975,10.0,0.6839120646018453,0.005597894694647664
CHROM,280,71.5216,71.5716,10.2975,10.0,0.429776796343584,0.0032150667272734385
CHROM,299,72.0199,71.5716,10.2975,10.0,0.4362150386052326,-0.01796493266960409
CHROM,330,71.4219,71.5716,10.2975,10.0,0.6691749795552451,-0.00024546473824577287
CHROM,333,48.0797,71.5716,10.2975,10.0,0.4144888117448957,0.004053501784507273
CHROM,336,71.6013,71.5716,10.2975,10.0,0.6571140797550937,-0.0011695032395285943
CHROM,337,71.7807,71.5716,10.2975,10.0,0.7485905616004291,0.0033433259557152984
CHROM,338,71.4219,71.5716,10.2975,10.0,0.6391122396724722,0.023768182727838698
CHROM,347,71.9402,71.5716,10.2975,10.0,0.42932372052065093,-0.016556594644030406
CHROM,36,71.5415,71.5716,10.2975,10.0,0.730377200946072,0.0107076669790851
CHROM,364,60.0598,71.5716,10.2975,10.0,0.3904281245606256,-0.0020261565040771037
CHROM,4,71.402,71.5716,10.2975,10.0,0.7133053045377784,0.006415806629786145
CHROM,50,71.4618,71.5716,10.2975,10.0,0.6723045566517077,0.025439695412955207
CHROM,6,71.6013,71.5716,10.2975,10.0,0.7434358978054287,0.005676199762163485
CHROM,69,71.6811,71.5716,10.2975,10.0,0.6442286737992033,-0.006986172908743931
CHROM,9,71.5415,71.5716,10.2975,10.0,0.7670032755335933,0.003376790998172946
GBGR,10,71.402,71.5716,10.2975,10.0,0.5451414525419084,-0.012746087159498345
GBGR,101,71.4219,71.5716,10.2975,10.0,0.6708701932686012,-0.03137301435888589
GBGR,104,75.6877,71.5716,10.2975,10.0,0.4374525811870359,0.0007627289720402913
GBGR,107,71.2027,71.5716,10.2975,10.0,0.5297338362166704,-0.0033065741924309636
GBGR,108,71.6013,71.5716,10.2975,10.0,0.6158869638808657,0.0021419826782693003
GBGR,109,71.7209,71.5716,10.2975,10.0,0.6404754786892688,-0.00799948066620503
GBGR,135,55.6545,71.5716,10.2975,10.0,0.39254980433738373,-0.006610535361254092
GBGR,151,71.2027,71.5716,10.2975,10.0,0.6821017681383155,-0.014420368193289727
GBGR,18,71.2226,71.5716,10.2975,10.0,0.30142332618679657,-0.03174590841509198
GBGR,188,71.5216,71.5716,10.2975,10.0,0.6449194210988674,0.005777152967276035
GBGR,199,59.7807,71.5716,10.2975,10.0,0.3932010987916791,0.010622825673895199
GBGR,266,71.5216,71.5716,10.2975,10.0,0.6617680284915686,-0.006317307340575441
GBGR,280,68.5515,71.5716,10.2975,10.0,0.3810358596957695,-0.004247857226391213
GBGR,299,45.1096,71.5716,10.2975,10.0,0.43675556928088743,0.021040537275886353
GBGR,330,71.3621,71.5716,10.2975,10.0,0.637116654386009,-0.0038596939599481158
GBGR,333,48.0997,71.5716,10.2975,10.0,0.4200838288483584,-0.003141590317766634
GBGR,336,71.9601,71.5716,10.2975,10.0,0.5684544109267857,-0.008174824480922938
GBGR,337,71.8605,71.5716,10.2975,10.0,0.6685028366759338,0.0008013141000263871
GBGR,338,71.7409,71.5716,10.2975,10.0,0.6221687789551122,-0.008793857866922454
GBGR,347,71.9601,71.5716,10.2975,10.0,0.4046656168183409,0.018618310841356702
GBGR,36,71.6213,71.5716,10.2975,10.0,0.6274004123257366,-0.01831747807724698
GBGR,364,52.8638,71.5716,10.2975,10.0,0.22893972827697562,-0.0011668947577187655
GBGR,4,71.3621,71.5716,10.2975,10.0,0.7368985025210102,-0.007309571458948787
GBGR,50,71.3821,71.5716,10.2975,10.0,0.6232445890059275,-0.02778612972417766
GBGR,6,71.5216,71.5716,10.2975,10.0,0.7199965531293175,-0.005675720400697518
GBGR,69,55.1561,71.5716,10.2975,10.0,0.47069933096500627,0.012391307391516903
GBGR,9,71.6013,71.5716,10.2975,10.0,0.7048279915748316,0.002776936349732177
GREEN,10,71.5216,71.5716,10.2975,10.0,0.7133693947190949,-0.0010227326151111707
GREEN,101,71.5615,71.5716,10.2975,10.0,0.7159491490401699,-0.0007380834641668203
GREEN,104,72.0997,71.5716,16.476,10.0,0.4540038624302801,-0.0014445987691620809
GREEN,107,77.1827,71.5716,10.2975,10.0,0.3699562308031169,0.0012145974179685604
GREEN,108,71.9203,71.5716,10.2975,10.0,0.5889739670262546,0.020698240400302367
GREEN,109,71.5814,71.5716,10.2975,10.0,0.6572028320680046,-0.006087360772540804
GREEN,135,47.701,71.5716,10.2975,10.0,0.26525159968816714,-0.001426351824580633
GREEN,151,71.701,71.5716,10.2975,10.0,0.7334621372718508,0.006243520023332314
GREEN,18,71.3223,71.5716,10.2975,10.0,0.6867460918553502,-0.010434849758110584
GREEN,188,71.5615,71.5716,10.2975,10.0,0.6929172439619697,-0.00677395048313449
GREEN,199,59.5814,71.5716,10.2975,10.0,0.3779812771278812,0.020990586374804113
GREEN,266,71.4618,71.5716,10.2975,10.0,0.7188930252486732,-0.01585436355735646
GREEN,280,71.3422,71.5716,12.357,10.0,0.38964405528638546,-0.003926734298926642
GREEN,299,71.6412,71.5716,8.238,10.0,0.6481149038969511,0.008738101744035037
GREEN,330,71.4817,71.5716,10.2975,10.0,0.7423054755835201,-0.005572072273602081
GREEN,333,52.3056,71.5716,8.238,10.0,0.4125449460429125,0.009884903603561547
