Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,FS,Tempo,SQI1,SQI2
CHROM,10,46.6164,68.0375,18.3673,18.0,60.0,10,0.6218752379312076,0.00018043553645901938
CHROM,101,135.2993,68.0375,0,18.0,60.0,10,0.4232875555017602,0.00037988934301467776
CHROM,104,45.9778,68.0375,18.3673,18.0,60.0,10,0.6468967364977841,3.376664655622206e-05
CHROM,107,48.4523,68.0375,0,18.0,60.0,10,0.5515243866279669,6.090102484316159e-05
CHROM,108,133.3038,68.0375,0,18.0,60.0,10,0.5139702834592793,7.368612998074914e-05
CHROM,109,44.8603,68.0375,18.3673,18.0,60.0,10,0.6439036702976046,0.00040441541150011955
CHROM,135,56.3548,68.0375,0,18.0,60.0,10,0.5143364493391396,0.00011294206198192452
CHROM,151,133.2239,68.0375,18.3673,18.0,60.0,10,0.5954633855656326,1.0781849693057898e-06
CHROM,18,41.0288,68.0375,0,18.0,60.0,10,0.487430407845969,0.00029336235822163625
CHROM,188,147.2727,68.0375,0,18.0,60.0,10,0.3386267206599761,0.0005553378955147413
CHROM,199,45.4989,68.0375,18.3673,18.0,60.0,10,0.549803938055548,0.0002890922915446827
CHROM,266,132.745,68.0375,18.3673,18.0,60.0,10,0.521265808298335,0.000304011061135085
CHROM,280,43.5033,68.0375,18.3673,18.0,60.0,10,0.6960769998451556,0.0006408838594178838
CHROM,299,133.9424,68.0375,0,18.0,60.0,10,0.4058693974865981,3.0173521169323542e-05
CHROM,330,45.4989,68.0375,18.3673,18.0,60.0,10,0.6437509285978429,0.0004301615369986061
CHROM,333,133.7827,68.0375,0,18.0,60.0,10,0.44869367514754466,0.00037445729293559784
CHROM,336,36.2395,68.0375,0,18.0,60.0,10,0.6026019677768899,0.00018037375137790757
CHROM,337,79.8226,68.0375,0,18.0,60.0,10,0.5049856452998771,0.0009807741589140497
CHROM,338,46.2971,68.0375,0,18.0,60.0,10,0.47038176593229786,1.6947850086086914e-05
CHROM,347,45.5787,68.0375,18.3673,18.0,60.0,10,0.6718030591247796,0.0009001508839147273
CHROM,36,118.4568,68.0375,18.3673,18.0,60.0,10,0.4013095619028997,1.2749125365815957e-05
CHROM,364,44.3814,68.0375,0,18.0,60.0,10,0.5080457303870674,0.00013349108253371843
CHROM,4,133.1441,68.0375,0,18.0,60.0,10,0.7119848447820679,0.0002227940494120761
CHROM,50,45.5787,68.0375,0,18.0,60.0,10,0.5106735321704274,0.00022009829248576944
CHROM,6,59.3082,68.0375,18.3673,18.0,60.0,10,0.5552982556765333,0.0001726717662776158
CHROM,69,133.5432,68.0375,0,18.0,60.0,10,0.610452841133023,3.09964025881178e-05
CHROM,9,73.8359,68.0375,0,18.0,60.0,10,0.5108535730284983,0.00017320878159948842
GBGR,10,45.02,68.0375,18.3673,18.0,60.0,10,0.5512458606278654,5.44654364012048e-05
