Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,51.1136,52.8856,14.4385,14.0,0.7721256426906091,0.012651739460161496
CHROM,101,51.3341,52.8856,14.4385,14.0,0.7579006742338004,0.0027513522272430485
CHROM,104,51.0535,52.8856,14.4385,14.0,0.664426312497538,0.02288264606202789
CHROM,107,50.5523,52.8856,14.4385,14.0,0.6323543980519216,0.027030812529517247
CHROM,108,50.9933,52.8856,14.4385,14.0,0.7271069392688456,0.015361410000015261
CHROM,109,51.1537,52.8856,14.4385,14.0,0.770604820598056,0.012532209600578043
CHROM,135,100.7439,52.8856,19.2513,14.0,0.3324136339842668,0.00818848849906851
CHROM,151,51.0535,52.8856,14.4385,14.0,0.7486573857477323,0.010261508159338928
CHROM,18,50.6125,52.8856,14.4385,14.0,0.5743693435631334,0.011852388817798338
CHROM,188,51.0134,52.8856,14.4385,14.0,0.6682305316211936,0.01110997215397243
CHROM,199,51.7751,52.8856,14.4385,14.0,0.5829184528699769,-0.0010835148487667971
CHROM,266,51.3942,52.8856,14.4385,14.0,0.7348801635847194,0.0004444813605855147
CHROM,280,51.1136,52.8856,14.4385,14.0,0.7387277880934742,-0.005143016042411109
CHROM,299,51.1737,52.8856,14.4385,14.0,0.6960624845792198,0.004745571618678563
CHROM,330,51.2539,52.8856,14.4385,14.0,0.7338068306218799,-0.0009376814538813277
CHROM,333,51.314,52.8856,14.4385,14.0,0.7332890051053138,0.00825474416476897
CHROM,336,51.0134,52.8856,14.4385,14.0,0.7095267589639734,0.011604040843339691
CHROM,337,50.9933,52.8856,14.4385,14.0,0.6846952855058647,0.015019224765836444
CHROM,338,50.9532,52.8856,14.4385,14.0,0.7145997331608409,0.022301409190511084
CHROM,347,51.294,52.8856,14.4385,14.0,0.6862164762535659,-0.0004691337459740077
CHROM,36,51.1737,52.8856,14.4385,14.0,0.7411102523011686,0.007461085609274116
CHROM,364,51.4744,52.8856,19.2513,14.0,0.4676738211366074,0.014209064139271331
CHROM,4,51.4143,52.8856,19.2513,14.0,0.7593183228446239,0.0028465815144371087
CHROM,50,51.1737,52.8856,14.4385,14.0,0.6776649143875253,0.00969212588684455
CHROM,6,50.853,52.8856,9.6257,14.0,0.6781856707520575,0.023336436134479045
CHROM,69,51.0735,52.8856,14.4385,14.0,0.6685632023715209,0.010580847265971197
CHROM,9,50.8731,52.8856,14.4385,14.0,0.6494482513375432,0.012259559080315922
GBGR,10,51.2739,52.8856,14.4385,14.0,0.7640981613224475,2.0944079792850497e-05
GBGR,101,51.3742,52.8856,14.4385,14.0,0.7145666033765079,1.3654457779925854e-05
GBGR,104,51.3742,52.8856,14.4385,14.0,0.6890504821011946,0.0036000730075287637
GBGR,107,50.8931,52.8856,14.4385,14.0,0.6373636909962769,-0.011988137654269865
GBGR,108,51.1938,52.8856,14.4385,14.0,0.7003259093951215,-0.004748646574941958
GBGR,109,51.3341,52.8856,14.4385,14.0,0.7802818729428352,0.0028324855471024892
GBGR,135,47.0445,52.8856,19.2513,14.0,0.4064596485556803,-0.002218437583661312
GBGR,151,51.1737,52.8856,14.4385,14.0,0.7341648471050086,4.033115328795781e-05
GBGR,18,50.7728,52.8856,14.4385,14.0,0.5809116264900184,-0.006965528500464077
GBGR,188,51.3541,52.8856,14.4385,14.0,0.6147281884591246,0.003523348838140385
GBGR,199,51.4944,52.8856,9.6257,14.0,0.5013096796326642,-0.00503747518279935
GBGR,266,51.5345,52.8856,14.4385,14.0,0.6815115806493229,0.005798315510817846
GBGR,280,51.2539,52.8856,14.4385,14.0,0.6908050615483595,0.014794872100719536
GBGR,299,51.2739,52.8856,14.4385,14.0,0.6733129206776156,0.0030365428026003544
GBGR,330,51.4543,52.8856,14.4385,14.0,0.6938665810497853,0.008667648014094495
GBGR,333,51.4744,52.8856,14.4385,14.0,0.695903110410629,0.00014185968849129123
GBGR,336,51.1336,52.8856,14.4385,14.0,0.6888043144882274,-0.0038008808713502367
GBGR,337,51.4143,52.8856,14.4385,14.0,0.6964534589068407,-0.0020062598007320096
GBGR,338,51.314,52.8856,14.4385,14.0,0.7590550757422266,-0.00048109911649530263
GBGR,347,51.4343,52.8856,14.4385,14.0,0.6318272048724097,0.007906084654069861
