Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,52.5969,53.1907,16.5708,16.0,0.8280744175396327,-0.0071673188613945015
CHROM,101,52.5768,53.1907,10.3567,16.0,0.8250170586531532,-0.0027029797248193585
CHROM,104,52.7773,53.1907,8.2854,16.0,0.696989347784071,-0.013772079653465146
CHROM,107,52.5969,53.1907,10.3567,16.0,0.7922608424534954,0.003959878348026077
CHROM,108,52.5969,53.1907,12.4281,16.0,0.8301180824713762,-0.0074857546385119515
CHROM,109,52.5768,53.1907,12.4281,16.0,0.8279910067352902,-0.010647845240561733
CHROM,135,58.3898,53.1907,26.9275,16.0,0.3372276569664904,-0.0013025964136158467
CHROM,151,52.4566,53.1907,16.5708,16.0,0.8256379540058899,-0.006774717143410027
CHROM,18,52.8174,53.1907,16.5708,16.0,0.36954810694359497,-0.007387073656481222
CHROM,188,52.5367,53.1907,10.3567,16.0,0.7874711055792667,-0.007754169958087544
CHROM,199,53.2383,53.1907,8.2854,16.0,0.35761174463601764,-0.005639549867284342
CHROM,266,52.4566,53.1907,12.4281,16.0,0.7987619753643889,-0.0007700384190984082
CHROM,280,52.5969,53.1907,8.2854,16.0,0.8055506280462171,-0.018879429355651924
CHROM,299,52.6771,53.1907,8.2854,16.0,0.7582626921763912,-0.001117941114324371
CHROM,330,52.5568,53.1907,14.4994,16.0,0.7948543729391352,-0.0049461467884576275
CHROM,333,52.7372,53.1907,12.4281,16.0,0.7254863304307068,-0.0017584901778473561
CHROM,336,52.5969,53.1907,12.4281,16.0,0.7955172219872321,-0.013976344574937625
CHROM,337,52.637,53.1907,12.4281,16.0,0.7993577037940267,-0.007238788672880902
CHROM,338,52.5969,53.1907,8.2854,16.0,0.7753037410868162,-0.014511340184871628
CHROM,347,52.637,53.1907,10.3567,16.0,0.7624280288903373,0.002947586538565515
CHROM,36,52.7572,53.1907,8.2854,16.0,0.8014245382597114,-0.011975176031256252
CHROM,364,46.2027,53.1907,14.4994,16.0,0.4188922975139334,-0.017877277357321912
CHROM,4,52.5167,53.1907,8.2854,16.0,0.7769143439390724,0.010085843124756296
CHROM,50,52.5167,53.1907,12.4281,16.0,0.7940812184176999,-0.004230997698820276
CHROM,6,52.5367,53.1907,10.3567,16.0,0.8128959095230385,-0.003135179308824391
CHROM,69,52.4365,53.1907,8.2854,16.0,0.745418222947503,0.0029117974429642107
CHROM,9,52.5367,53.1907,12.4281,16.0,0.8341534913783124,-0.004067507325058191
