Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,51.5617,51.7916,18.43,16.0,0.8178254513585521,-0.003161760394794349
CHROM,101,51.522,51.7916,8.1911,16.0,0.7924023953970094,-6.792378300803698e-05
CHROM,104,51.6806,51.7916,8.1911,16.0,0.704801802469661,0.012281792388741485
CHROM,107,51.5419,51.7916,18.43,16.0,0.7942766957381471,-0.0029473271171947986
CHROM,108,51.4824,51.7916,8.1911,16.0,0.8048238372511201,-0.00604599579114038
CHROM,109,51.5419,51.7916,18.43,16.0,0.8079035900558975,-0.008066454800035617
CHROM,135,90.5154,51.7916,18.43,16.0,0.273380704124743,0.0008319400785841126
CHROM,151,51.522,51.7916,18.43,16.0,0.8372195257779138,-0.001006527636881919
CHROM,18,51.522,51.7916,14.3345,16.0,0.5141365992434583,-0.01663690939401015
CHROM,188,51.5419,51.7916,8.1911,16.0,0.8075595846573476,-0.010364150817324471
CHROM,199,44.6035,51.7916,10.2389,16.0,0.483248545718339,-0.010162480841301067
CHROM,266,51.5419,51.7916,10.2389,16.0,0.807657306520013,0.006988724645373079
CHROM,280,51.7004,51.7916,12.2867,16.0,0.7539152381293687,-0.001853954226287925
CHROM,299,51.522,51.7916,18.43,16.0,0.7058262548106703,-0.004322281086454703
CHROM,330,51.522,51.7916,10.2389,16.0,0.8223076108773417,-0.0019336803392626075
CHROM,333,51.6013,51.7916,18.43,16.0,0.7455292046685499,0.0022699743750787768
CHROM,336,51.6013,51.7916,18.43,16.0,0.7691107125164605,0.0012684633452582968
CHROM,337,51.4626,51.7916,18.43,16.0,0.8043277524523946,0.003987124790159198
CHROM,338,51.5617,51.7916,8.1911,16.0,0.7485127952518282,0.0005396166339234054
CHROM,347,51.4626,51.7916,8.1911,16.0,0.7594400570772745,-0.002654656077925811
CHROM,36,51.5022,51.7916,8.1911,16.0,0.8065552202472279,3.2874125620822695e-05
CHROM,364,68.967,51.7916,8.1911,16.0,0.30979163129144494,-0.004092499627918605
CHROM,4,51.4824,51.7916,10.2389,16.0,0.7968165259335289,0.00030615691031214134
CHROM,50,51.5419,51.7916,18.43,16.0,0.7434904050236426,-0.0008639176421364016
CHROM,6,51.6211,51.7916,8.1911,16.0,0.792204777740965,-0.004101304489232638
CHROM,69,51.4824,51.7916,8.1911,16.0,0.7881515313610186,0.00228066180064273
CHROM,9,51.522,51.7916,10.2389,16.0,0.8394055198487058,-0.0007527674490315713
GBGR,10,51.5022,51.7916,18.43,16.0,0.7959620302687231,0.006526833844330073
GBGR,101,51.4427,51.7916,8.1911,16.0,0.7717018128640302,-0.00018016199928136412
GBGR,104,51.5419,51.7916,8.1911,16.0,0.6992430352828702,-0.007970495605031732
GBGR,107,51.4824,51.7916,8.1911,16.0,0.7789048309788644,-0.0011005293290677765
GBGR,108,51.4229,51.7916,8.1911,16.0,0.7803112579026182,0.003642294819177967
GBGR,109,51.4824,51.7916,18.43,16.0,0.7866729765230187,0.011750229767679383
GBGR,135,37.7643,51.7916,18.43,16.0,0.360596525108283,-0.0012335338873027772
GBGR,151,51.5419,51.7916,18.43,16.0,0.824880532592498,-0.0003238722588382331
GBGR,18,64.1498,51.7916,8.1911,16.0,0.4083529967312084,-0.003851725073451977
GBGR,188,51.522,51.7916,8.1911,16.0,0.7936326146580122,0.007727403946557604
GBGR,199,44.5639,51.7916,8.1911,16.0,0.4845235279753566,0.010195265215252242
GBGR,266,51.5022,51.7916,20.4778,16.0,0.8037990778801039,-0.007172851690301733
GBGR,280,51.6211,51.7916,8.1911,16.0,0.7526989043554332,0.00888632214443324
