Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2,SQI3,SQI4
CHROM,10,64.58121546961327,65.22250271393654,10.273972602739725,9.999999999999998,0.7706222681055792,-0.01734006618670651,0.11925629000278692,5.265136376358157e-05
CHROM,101,64.50165745856354,65.22250271393654,10.273972602739725,9.999999999999998,0.7627983052909564,-0.01210947804332928,0.1341501641630313,0.00025794059397346694
CHROM,104,64.24309392265194,65.22250271393654,10.273972602739725,9.999999999999998,0.6790457858689458,-0.011444233376942038,0.14559456721691552,5.337866116311878e-05
CHROM,107,64.72044198895028,65.22250271393654,10.273972602739725,9.999999999999998,0.603687611588943,-0.023302190615861706,0.10856167371990805,5.427988939751311e-05
CHROM,108,64.42209944751382,65.22250271393654,10.273972602739725,9.999999999999998,0.682504545343541,-0.010096964336722428,0.11449685767062502,1.9194261564286685e-05
CHROM,109,64.660773480663,65.22250271393654,10.273972602739725,9.999999999999998,0.6489221376690151,-0.005821924914083173,0.13448210635098132,7.446189322718925e-05
CHROM,135,64.80000000000001,65.22250271393654,10.273972602739725,9.999999999999998,0.4702492939177564,-0.018967370290120113,0.13762977981796942,0.0002194225838095899
CHROM,151,64.660773480663,65.22250271393654,10.273972602739725,9.999999999999998,0.7220609750510909,-0.01768255540355996,0.1361593932810148,4.0308706256087244e-05
CHROM,18,64.81988950276244,65.22250271393654,8.21917808219178,9.999999999999998,0.40373874922854236,-0.03703979383497813,0.1589087830719504,0.00010994701932635648
CHROM,188,64.24309392265194,65.22250271393654,10.273972602739725,9.999999999999998,0.7547589704103769,-0.004697845447032134,0.14004772709567287,0.00019425955950896608
CHROM,199,35.98011049723757,65.22250271393654,20.54794520547945,9.999999999999998,0.29314831309501077,-0.06516676302001408,0.2074299252763831,1.8781803534595461e-06
CHROM,266,64.40220994475138,65.22250271393654,10.273972602739725,9.999999999999998,0.7217821048533568,-0.00263356320417842,0.1259243577744075,7.107969100739245e-05
CHROM,280,64.6011049723757,65.22250271393654,10.273972602739725,9.999999999999998,0.7052525881302815,0.001182386672860013,0.12972874830623768,0.00016161888832432795
CHROM,299,54.87513812154697,65.22250271393654,10.273972602739725,9.999999999999998,0.5370212234011416,0.005164977965732034,0.10728807826486793,0.00011651685406670971
CHROM,330,64.36243093922651,65.22250271393654,10.273972602739725,9.999999999999998,0.7239314323800791,-0.002415547436656465,0.12295902276230852,0.0006960150035977541
CHROM,333,54.65635359116022,65.22250271393654,10.273972602739725,9.999999999999998,0.5379751792454313,0.01082533947614945,0.13182671196498966,9.22231428513452e-05
CHROM,336,64.42209944751382,65.22250271393654,10.273972602739725,9.999999999999998,0.7062098800316368,-0.021259685675769562,0.13905499937120488,0.0002910772935308925
CHROM,337,64.4817679558011,65.22250271393654,10.273972602739725,9.999999999999998,0.716033137716368,-0.009515363083174154,0.12642143519909424,0.00015277724325554184
CHROM,338,64.62099447513813,65.22250271393654,10.273972602739725,9.999999999999998,0.6531003068505793,-0.009945399072198458,0.11483458954558418,2.4097694758345885e-05
CHROM,347,64.72044198895028,65.22250271393654,14.383561643835616,9.999999999999998,0.6186223976011298,0.004315901652991173,0.1284209058808043,0.00012864545795794849
CHROM,36,64.62099447513813,65.22250271393654,10.273972602739725,9.999999999999998,0.7226754380855467,-0.02851394522293888,0.15633112351934755,9.073238526169602e-05
CHROM,364,52.806629834254146,65.22250271393654,8.21917808219178,9.999999999999998,0.4274300646909097,-0.01678417123476719,0.12400517655359539,7.005205767815224e-05
CHROM,4,64.50165745856354,65.22250271393654,8.21917808219178,9.999999999999998,0.7225800304548822,0.005130489006280148,0.12778862515418957,1.9995012493626153e-05
CHROM,50,64.38232044198895,65.22250271393654,10.273972602739725,9.999999999999998,0.7196017785444809,-0.013405785053939358,0.12233765177734694,1.0966215506583468e-05
CHROM,6,64.36243093922651,65.22250271393654,10.273972602739725,9.999999999999998,0.7471792384052571,0.0024961307530077634,0.13588646232060528,5.9161566568390936e-05
CHROM,69,64.30276243093923,65.22250271393654,10.273972602739725,9.999999999999998,0.7187328318996081,-0.0014952385875345272,0.11427818944176898,0.00014133219980428012
CHROM,9,64.40220994475138,65.22250271393654,10.273972602739725,9.999999999999998,0.7291208882201314,-0.013027553547244893,0.17177891268965415,1.3338190606669633e-05
GBGR,10,64.660773480663,65.22250271393654,10.273972602739725,9.999999999999998,0.66405269686931,0.010012041804755348,0.14435218795201324,0.00010094914863268595
GBGR,101,64.4817679558011,65.22250271393654,10.273972602739725,9.999999999999998,0.6872762047764696,0.008949984147047193,0.13738810435833415,5.3584529430338464e-05
GBGR,104,64.30276243093923,65.22250271393654,12.32876712328767,9.999999999999998,0.5942745560721024,0.012804845295278504,0.1333783632052215,4.262466731885723e-05
GBGR,107,64.80000000000001,65.22250271393654,10.273972602739725,9.999999999999998,0.54135524269425,0.0228505033477279,0.12773255742125847,4.8408373667546525e-05
GBGR,108,64.70055248618786,65.22250271393654,10.273972602739725,9.999999999999998,0.6260098239981283,0.017596936166707895,0.12845951119819743,0.00011066315751628742
GBGR,109,64.87955801104972,65.22250271393654,10.273972602739725,9.999999999999998,0.5850541602813825,0.011814399564355179,0.126870830434394,0.0001684195047364027
GBGR,135,65.21767955801106,65.22250271393654,10.273972602739725,9.999999999999998,0.326422065510627,0.02222569632445269,0.11844921785386063,0.00014964292698097369
GBGR,151,64.64088397790056,65.22250271393654,10.273972602739725,9.999999999999998,0.7027314029053999,0.016001353909865644,0.156321730182092,2.5715681169820792e-05
GBGR,18,43.71712707182321,65.22250271393654,8.21917808219178,9.999999999999998,0.4155654149968351,0.03602925859127054,0.16633136334820373,0.0001941954447302807
GBGR,188,64.36243093922651,65.22250271393654,10.273972602739725,9.999999999999998,0.7026366228403134,0.006063442798033739,0.11779488686708246,2.555186323615398e-06
GBGR,199,35.98011049723757,65.22250271393654,20.54794520547945,9.999999999999998,0.29272850672556994,0.06467141035799884,0.1768868574464377,0.0001373462439945698
GBGR,266,64.50165745856354,65.22250271393654,10.273972602739725,9.999999999999998,0.6928779888592903,0.008631120527003726,0.13027231582052257,3.425234576163883e-05
GBGR,280,64.56132596685083,65.22250271393654,10.273972602739725,9.999999999999998,0.6740156436551639,-0.009638474388628004,0.1322320198657089,0.0001782215030893012
GBGR,299,54.81546961325967,65.22250271393654,10.273972602739725,9.999999999999998,0.5317324704281754,0.0025579158476334587,0.11537601200711942,3.2368676628235035e-05
GBGR,330,64.42209944751382,65.22250271393654,10.273972602739725,9.999999999999998,0.6851839438111145,0.006674860864003392,0.1401178825194344,0.00018401836527072576
GBGR,333,54.5767955801105,65.22250271393654,10.273972602739725,9.999999999999998,0.5170382619838587,-0.0007402593770006226,0.12639708930685697,3.132521769490517e-05
GBGR,336,64.40220994475138,65.22250271393654,10.273972602739725,9.999999999999998,0.6860943365979657,0.01641232088330522,0.15487212064788797,3.761275165985639e-05
GBGR,337,64.64088397790056,65.22250271393654,10.273972602739725,9.999999999999998,0.6303391815425958,0.01880620434125391,0.13703867126538824,3.446256660339317e-05
GBGR,338,64.74033149171271,65.22250271393654,10.273972602739725,9.999999999999998,0.6118256599130187,0.010457942903265603,0.13210658609865134,9.00961481457038e-05
GBGR,347,64.72044198895028,65.22250271393654,14.383561643835616,9.999999999999998,0.6110947801830222,-0.005441558440056879,0.12272168493503953,4.0667985408602585e-05
GBGR,36,64.62099447513813,65.22250271393654,10.273972602739725,9.999999999999998,0.6766546656618213,0.014758452296815886,0.134755405823452,9.747984875193474e-06
GBGR,364,59.907182320442,65.22250271393654,10.273972602739725,9.999999999999998,0.37670692828409147,0.01249911708709633,0.11993287151239361,0.00042964433961057124
GBGR,4,64.56132596685083,65.22250271393654,10.273972602739725,9.999999999999998,0.7245185549132622,-0.00188887555576394,0.13326458424405888,3.515486508599307e-05
GBGR,50,64.46187845303868,65.22250271393654,10.273972602739725,9.999999999999998,0.6456709531509366,0.020890052888364524,0.12445990307695379,0.00023750490052254215
GBGR,6,64.44198895027624,65.22250271393654,10.273972602739725,9.999999999999998,0.7149471387014465,0.0037333333751109936,0.1345623546611882,0.00016658654019640384
