Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2,SQI3,SQI4
CHROM,10,54.37790055248619,54.60038480253117,12.32876712328767,17.999999999999996,0.8205816309162215,-0.002908068850444741,0.12783275832058102,1.9443506714476178e-05
CHROM,101,54.29834254143646,54.60038480253117,8.21917808219178,17.999999999999996,0.7890444621548793,0.018147330824844984,0.11493169250847873,0.00016678613756712258
CHROM,104,54.29834254143646,54.60038480253117,10.273972602739725,17.999999999999996,0.7696729369516225,-0.013228019473884656,0.11126888023591285,2.8773230622910838e-05
CHROM,107,54.179005524861886,54.60038480253117,8.21917808219178,17.999999999999996,0.816527332985865,0.00777651224428999,0.12095972342613091,0.000315404928073773
CHROM,108,54.238674033149174,54.60038480253117,8.21917808219178,17.999999999999996,0.8469109304852337,-0.0014257356877322928,0.12652967276981353,0.00012450037025493616
CHROM,109,54.31823204419889,54.60038480253117,8.21917808219178,17.999999999999996,0.8113421689559646,-0.003362980103386026,0.11662602786515841,8.659163346168131e-05
CHROM,135,37.23314917127072,54.60038480253117,8.21917808219178,17.999999999999996,0.45518890631738573,0.008765183732124964,0.1280314195343822,2.135069921140725e-05
CHROM,151,54.31823204419889,54.60038480253117,18.493150684931507,17.999999999999996,0.8246853275831405,0.0005366035073712743,0.11942761550497469,5.7422806645510465e-05
CHROM,18,54.835359116022104,54.60038480253117,14.383561643835616,17.999999999999996,0.4131101748480449,0.04182819432939585,0.15225240988068367,4.021959047297685e-05
CHROM,188,54.19889502762432,54.60038480253117,24.65753424657534,17.999999999999996,0.7956496979272464,0.008571184354935807,0.1414835340294462,0.00028161036198117676
CHROM,199,43.16022099447514,54.60038480253117,12.32876712328767,17.999999999999996,0.36055433291246675,0.0003568410329107054,0.1292402643850365,3.295671487302864e-05
CHROM,266,54.29834254143646,54.60038480253117,14.383561643835616,17.999999999999996,0.8242669549302684,0.008159884354010143,0.11913077106113855,0.00013771631115921503
CHROM,280,54.179005524861886,54.60038480253117,14.383561643835616,17.999999999999996,0.8104620690030633,-0.001258177878685661,0.12441956991166525,0.00010398837955873861
