Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,52.3818,52.5861,8.2569,16.0,0.7380194204730626,0.007345512860053303
CHROM,101,52.3618,52.5861,8.2569,16.0,0.7188423922448769,-0.0068594184298989246
CHROM,104,52.3618,52.5861,8.2569,16.0,0.6647445781728352,-0.007031924425104465
CHROM,107,52.2619,52.5861,16.5138,16.0,0.7611158132358277,-0.020291969788898575
CHROM,108,52.3618,52.5861,8.2569,16.0,0.7874511128584153,0.001712517363696934
CHROM,109,52.3418,52.5861,16.5138,16.0,0.7888322798381512,0.016640175176047434
CHROM,135,40.5549,52.5861,14.4495,16.0,0.35808217170612866,-0.01911145560415251
CHROM,151,52.4018,52.5861,16.5138,16.0,0.7970216561484176,0.006987953234794454
CHROM,18,50.8235,52.5861,8.2569,16.0,0.4707342229939254,-0.015537617138460235
CHROM,188,51.9623,52.5861,14.4495,16.0,0.6938211274692969,-0.006891520777641288
CHROM,199,82.9478,52.5861,14.4495,16.0,0.3259731081817586,-0.02857889147055036
CHROM,266,52.3219,52.5861,16.5138,16.0,0.7683209711390114,-0.006061661002630941
CHROM,280,52.242,52.5861,16.5138,16.0,0.7226161956496362,-0.0012537669250862271
CHROM,299,52.182,52.5861,14.4495,16.0,0.7687396602427314,-0.005080466780176333
CHROM,330,52.3818,52.5861,16.5138,16.0,0.7713185206415858,0.0008579080401224428
CHROM,333,52.242,52.5861,8.2569,16.0,0.6908276312879825,-0.01269834546604469
CHROM,336,52.1221,52.5861,16.5138,16.0,0.7689176035526092,-0.014830316333340716
CHROM,337,52.3618,52.5861,14.4495,16.0,0.7832800537294604,0.0031158338420203234
CHROM,338,52.162,52.5861,8.2569,16.0,0.7217104983933014,0.0011029021089606888
CHROM,347,52.3618,52.5861,16.5138,16.0,0.7310598602731675,0.010080965235682844
CHROM,36,52.2819,52.5861,16.5138,16.0,0.7475597738381368,-0.006957961589014429
CHROM,364,52.242,52.5861,8.2569,16.0,0.38078449882157284,0.007869471690725455
CHROM,4,52.3818,52.5861,10.3211,16.0,0.7930426547372518,-0.0015545415846813153
CHROM,50,52.3818,52.5861,10.3211,16.0,0.7367072145478156,-0.01657728651026974
CHROM,6,52.182,52.5861,14.4495,16.0,0.7934077578356964,-0.009352274099022905
CHROM,69,52.202,52.5861,8.2569,16.0,0.7351215208498401,-0.0074046254355067285
CHROM,9,52.2819,52.5861,16.5138,16.0,0.8094513017359485,0.0014089451481634095
GBGR,10,52.242,52.5861,14.4495,16.0,0.7280400111697807,0.0025419043539157736
GBGR,101,52.242,52.5861,14.4495,16.0,0.7779373470470736,0.0062019022954256835
GBGR,104,52.4218,52.5861,8.2569,16.0,0.566950037642745,0.006766596599323664
GBGR,107,52.202,52.5861,16.5138,16.0,0.7736268626334679,0.014328769358730231
GBGR,108,52.3219,52.5861,8.2569,16.0,0.7733615267194975,-0.004247388625635823
GBGR,109,52.202,52.5861,8.2569,16.0,0.7942983311066659,-0.008754362648639553
GBGR,135,40.5949,52.5861,14.4495,16.0,0.31169230959765126,0.01769760276354156
GBGR,151,52.4018,52.5861,16.5138,16.0,0.7837517661759236,-0.010478757885879842
GBGR,18,50.6437,52.5861,8.2569,16.0,0.4201404900850928,0.012245948773280672
GBGR,188,52.0222,52.5861,14.4495,16.0,0.6893837886608618,0.003708749946381722
GBGR,199,82.8479,52.5861,14.4495,16.0,0.37131030646530927,0.02332195734102286
GBGR,266,52.3019,52.5861,10.3211,16.0,0.7612345457430043,0.00353797590264186
GBGR,280,52.242,52.5861,16.5138,16.0,0.6548382558598822,0.007554853631369796
GBGR,299,52.1221,52.5861,14.4495,16.0,0.7252392389417703,0.003958369101127622
GBGR,330,52.3019,52.5861,16.5138,16.0,0.7765158637521303,0.0014342622680396718
GBGR,333,52.202,52.5861,8.2569,16.0,0.6973264042670093,0.012307655707567115
GBGR,336,52.1421,52.5861,8.2569,16.0,0.7808833254734413,0.006639956944138968
GBGR,337,52.3418,52.5861,14.4495,16.0,0.7729934345795417,-0.00581001407241934
GBGR,338,52.0622,52.5861,14.4495,16.0,0.6965240699647841,0.0022215084323522296
GBGR,347,52.3618,52.5861,16.5138,16.0,0.7225816560557795,-0.010212677534455223
GBGR,36,52.222,52.5861,20.6422,16.0,0.7355359086936581,0.008915654864713548
GBGR,364,140.3041,52.5861,8.2569,16.0,0.3894991369116969,-0.006913594090443238
GBGR,4,52.3418,52.5861,10.3211,16.0,0.7993647564590809,0.001178720653113251
GBGR,50,52.3418,52.5861,14.4495,16.0,0.7004158779808527,0.01864156619147092
GBGR,6,52.1221,52.5861,16.5138,16.0,0.7547958397051949,0.014429633576917615
GBGR,69,52.182,52.5861,16.5138,16.0,0.6727461019732721,0.0025168752763320944
GBGR,9,52.2819,52.5861,16.5138,16.0,0.8081817418764182,-0.0051156425244250564
GREEN,10,52.3219,52.5861,10.3211,16.0,0.7992444661270315,-0.0029130020440448594
GREEN,101,52.3418,52.5861,10.3211,16.0,0.7926358561635111,0.007151777490419892
GREEN,104,51.9423,52.5861,10.3211,16.0,0.7124380136551706,-0.009933734575677916
GREEN,107,51.9822,52.5861,10.3211,16.0,0.5842032903198773,0.00019324401873073058
GREEN,108,52.242,52.5861,8.2569,16.0,0.8131806205658041,0.013048716850691363
GREEN,109,52.2819,52.5861,10.3211,16.0,0.8057449509091877,-0.014471363362633102
GREEN,135,53.6804,52.5861,12.3853,16.0,0.4184706858201308,0.0021215546699257467
GREEN,151,52.3019,52.5861,16.5138,16.0,0.82955126007355,0.012685420537991576
GREEN,18,51.343,52.5861,12.3853,16.0,0.3794912149963906,-0.014802245804339802
GREEN,188,52.0622,52.5861,16.5138,16.0,0.7049960135636242,-0.011835231910002665
GREEN,199,51.9822,52.5861,10.3211,16.0,0.33574592906813483,0.011261221836107319
GREEN,266,52.3219,52.5861,8.2569,16.0,0.7682916245872471,0.009975797872456492
GREEN,280,52.2819,52.5861,10.3211,16.0,0.804487539928837,0.002306462469914821
GREEN,299,52.2619,52.5861,14.4495,16.0,0.8272861251805059,0.014355904270223823
GREEN,330,52.4218,52.5861,8.2569,16.0,0.7594987710350206,0.002512766751389054
