Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2
CHROM,10,53.0861,53.0066,16.4196,18.0,0.8419915261799881,0.0003210198352289509
CHROM,101,53.0662,53.0066,10.2623,18.0,0.8276422819903997,-0.008398822306385655
CHROM,104,53.0265,53.0066,18.4721,18.0,0.8195286318976945,-0.007979798428657562
CHROM,107,52.8874,53.0066,12.3147,18.0,0.8065920005059086,-0.012547233950796849
CHROM,108,52.9868,53.0066,12.3147,18.0,0.825216545008165,-0.0026216386038007355
CHROM,109,53.0265,53.0066,12.3147,18.0,0.8145880168520986,-0.005092601036207789
CHROM,135,45.9139,53.0066,16.4196,18.0,0.24353198691418954,0.015849268688366364
CHROM,151,53.0464,53.0066,16.4196,18.0,0.8490459751179418,-0.003365171016593789
CHROM,18,52.4702,53.0066,16.4196,18.0,0.4585393110105668,0.0017792675194869682
CHROM,188,53.0662,53.0066,10.2623,18.0,0.7991483949523268,-0.012955417832589746
CHROM,199,41.4437,53.0066,8.2098,18.0,0.41322637129281414,0.002429182999923337
CHROM,266,53.1258,53.0066,12.3147,18.0,0.8156393723459086,0.00019411352468961182
CHROM,280,53.106,53.0066,16.4196,18.0,0.8042444350916265,-0.002737962355990968
CHROM,299,53.0861,53.0066,16.4196,18.0,0.7969462705253307,-0.017412358789882787
CHROM,330,53.0464,53.0066,12.3147,18.0,0.8125540060389919,-0.005097680398316922
CHROM,333,53.0066,53.0066,16.4196,18.0,0.7624924600913101,-0.009638235146111316
CHROM,336,53.0066,53.0066,14.3672,18.0,0.8258521755963883,-0.004457800677209919
CHROM,337,53.106,53.0066,18.4721,18.0,0.8254815047383405,-0.004800202144305819
CHROM,338,53.0662,53.0066,10.2623,18.0,0.8189593399989583,-0.0140431819456038
CHROM,347,53.0861,53.0066,12.3147,18.0,0.8225350850455071,-0.0021109915342817183
CHROM,36,53.0265,53.0066,10.2623,18.0,0.8303095071252142,-0.006764881127724525
CHROM,364,52.947,53.0066,14.3672,18.0,0.5385082718029544,-0.022461531013115293
CHROM,4,53.0861,53.0066,10.2623,18.0,0.8235646324967036,0.0024454134444007137
CHROM,50,52.9669,53.0066,12.3147,18.0,0.7846921595437323,0.00020809363946166565
CHROM,6,52.9669,53.0066,12.3147,18.0,0.8258444320655124,-0.0070923222696497295
CHROM,69,53.0662,53.0066,18.4721,18.0,0.817697028911105,-0.00807432603490932
CHROM,9,52.9669,53.0066,14.3672,18.0,0.8286586236534981,-0.006332311019564578
GBGR,10,53.106,53.0066,12.3147,18.0,0.8083708274462239,-0.00044993692157229223
GBGR,101,53.0662,53.0066,10.2623,18.0,0.8286701275813768,0.008970726786014077
GBGR,104,53.1854,53.0066,10.2623,18.0,0.7184626210840497,0.002744817776896209
GBGR,107,52.9073,53.0066,12.3147,18.0,0.8093456045546792,0.0131737856614781
GBGR,108,53.0464,53.0066,12.3147,18.0,0.813421731356608,0.0005056710309262512
GBGR,109,53.0066,53.0066,12.3147,18.0,0.7988907210013321,0.0066513929617358376
GBGR,135,45.1589,53.0066,10.2623,18.0,0.2775008069495071,-0.014155778310487803
GBGR,151,53.0464,53.0066,12.3147,18.0,0.8301367921550148,-0.0006055817349319827
GBGR,18,52.4901,53.0066,16.4196,18.0,0.47479131860837653,-0.0038711333324971727
GBGR,188,53.0861,53.0066,8.2098,18.0,0.7460011797921257,0.01521732522781483
GBGR,199,50.1656,53.0066,8.2098,18.0,0.4062719189633074,-0.004998628542253467
GBGR,266,53.1258,53.0066,12.3147,18.0,0.8233871118072582,-0.0007925931711139354
GBGR,280,53.0861,53.0066,16.4196,18.0,0.8020808146079654,0.0023348514147777345
GBGR,299,53.1258,53.0066,10.2623,18.0,0.7462492056890284,0.023155834268085325
GBGR,330,53.0265,53.0066,12.3147,18.0,0.8179040470779717,0.0048656295470260414
GBGR,333,53.0662,53.0066,12.3147,18.0,0.7750313147183641,0.008883338184080481
GBGR,336,53.0265,53.0066,12.3147,18.0,0.8178190922471679,0.00012065162706625701
GBGR,337,53.1656,53.0066,10.2623,18.0,0.8146050827902377,0.0035774372922226343
GBGR,338,53.106,53.0066,10.2623,18.0,0.80153846515235,0.019954204887180645
GBGR,347,53.0861,53.0066,12.3147,18.0,0.8279220018564567,0.001495482922836208
GBGR,36,53.0066,53.0066,18.4721,18.0,0.8315306201763458,0.005959768774502263
GBGR,364,52.9868,53.0066,14.3672,18.0,0.5217533195115751,0.021583141607834012
GBGR,4,53.0464,53.0066,10.2623,18.0,0.8258253825244559,0.000282901265266902
GBGR,50,52.8675,53.0066,12.3147,18.0,0.7725863445734458,0.00478679678284574
GBGR,6,52.947,53.0066,12.3147,18.0,0.8245232931246572,0.009594539808201213
GBGR,69,53.1854,53.0066,10.2623,18.0,0.7552326838513802,0.0037581297589572857
GBGR,9,52.9272,53.0066,14.3672,18.0,0.8273355221723505,0.008532207347532477
GREEN,10,52.8675,53.0066,16.4196,18.0,0.8276230648925758,0.0005782727366745935
GREEN,101,53.0066,53.0066,10.2623,18.0,0.8328566842072964,0.007786431624387635
GREEN,104,53.2848,53.0066,12.3147,18.0,0.5574856414386603,-0.011514503283569856
GREEN,107,86.3444,53.0066,8.2098,18.0,0.4815001184721509,-0.0015873545708152462
GREEN,108,52.7086,53.0066,10.2623,18.0,0.7572189966148014,0.008146425909008995
GREEN,109,52.9868,53.0066,16.4196,18.0,0.7611149441394025,0.0004157541349895339
GREEN,135,64.2715,53.0066,10.2623,18.0,0.3183231561359122,-0.008579734567212898
GREEN,151,52.7086,53.0066,10.2623,18.0,0.744382620475746,0.008088025295942892
