Metodo,Patch,PPG_BPM,ECG_BPM,PPG_iRPM,PRE_iRPM,SQI1,SQI2,SQI3,SQI4
CHROM,10,55.8,55.4589573617274,8.266360505166476,15.999999999999996,0.7227480555932535,-0.0019757757272143243,0.13135225360832173,6.855701068495303e-05
CHROM,101,55.94,55.4589573617274,8.266360505166476,15.999999999999996,0.7735503868842234,-0.010041080880962285,0.1216169928666376,7.932492934161731e-06
CHROM,104,56.019999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.6961989189477007,0.0013097159250047132,0.1082041400420926,0.0003832097440636732
CHROM,107,55.88,55.4589573617274,8.266360505166476,15.999999999999996,0.7049815488450915,-0.004759618661319977,0.1334384693455451,0.00017393810522993612
CHROM,108,55.88,55.4589573617274,8.266360505166476,15.999999999999996,0.7846808751294124,-0.004508475982982784,0.148920965081138,4.772317673503523e-05
CHROM,109,55.8,55.4589573617274,8.266360505166476,15.999999999999996,0.7478304193535203,0.0041872354668350716,0.12020446799403026,0.0003281208807592
CHROM,135,49.08,55.4589573617274,8.266360505166476,15.999999999999996,0.34986536683269776,-0.012116022346657864,0.11817912186696376,3.415648165181796e-05
CHROM,151,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.7725270053207919,-1.567586290251357e-05,0.12785391400703935,0.00011411174939125309
CHROM,18,57.1,55.4589573617274,14.466130884041334,15.999999999999996,0.5133320091849336,-0.009796051736680505,0.15546161628849203,2.1498952670936357e-05
CHROM,188,55.72,55.4589573617274,22.73249138920781,15.999999999999996,0.7156609987604506,-0.0002561471453207582,0.1385185759820018,0.0003460624158353641
CHROM,199,40.64,55.4589573617274,10.332950631458095,15.999999999999996,0.33666687213326496,-0.00737875531845711,0.12363070616844325,6.862775052846782e-05
CHROM,266,55.66,55.4589573617274,8.266360505166476,15.999999999999996,0.7532120847523455,-0.004947455015927003,0.1323163358216628,9.613724692071469e-05
CHROM,280,55.62,55.4589573617274,8.266360505166476,15.999999999999996,0.6875154096749259,-0.0014222850443184013,0.1312542023833486,5.23059659543336e-05
CHROM,299,55.67999999999999,55.4589573617274,8.266360505166476,15.999999999999996,0.6675395352398146,-0.009636100177560673,0.11560371714512108,2.8105820807717787e-05
CHROM,330,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.7620211920743122,-0.010735030345476754,0.1270910331350697,0.0005005348019549512
CHROM,333,55.48,55.4589573617274,10.332950631458095,15.999999999999996,0.6979346101273917,-0.0021057154288552384,0.11920248238776043,5.6282627379829275e-05
CHROM,336,55.72,55.4589573617274,8.266360505166476,15.999999999999996,0.7220815553690054,-0.004552612820169607,0.1542070620498357,8.456721075673989e-05
CHROM,337,55.66,55.4589573617274,20.66590126291619,15.999999999999996,0.75293172593987,-0.0010004770435850126,0.14064702089079514,1.7378480152283248e-05
CHROM,338,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.7465799130191428,-0.00238179467804896,0.12004962490940022,3.686833511480726e-05
CHROM,347,55.9,55.4589573617274,8.266360505166476,15.999999999999996,0.7010926980899644,-0.008279430332984306,0.13549704932141723,4.3079884624591765e-05
CHROM,36,55.98,55.4589573617274,8.266360505166476,15.999999999999996,0.7825401177676978,-0.009143271232928135,0.12382360197075552,3.376299518296848e-05
CHROM,364,85.78,55.4589573617274,14.466130884041334,15.999999999999996,0.401274299215027,0.0006186717518648745,0.12682470106726582,0.0003717588494941614
CHROM,4,55.67999999999999,55.4589573617274,8.266360505166476,15.999999999999996,0.7623912580447082,-0.0055402414178693715,0.11679640677262225,0.00035557243338561924
CHROM,50,55.8,55.4589573617274,8.266360505166476,15.999999999999996,0.7171510666919372,-0.007270378616179152,0.16480010368973655,2.2275557075706737e-05
CHROM,6,55.76,55.4589573617274,20.66590126291619,15.999999999999996,0.7458755098915664,-0.0011964194167716632,0.12925298568304122,0.00016028440820226898
CHROM,69,55.78,55.4589573617274,8.266360505166476,15.999999999999996,0.7273029229428288,0.002239070293357085,0.12426142067465859,9.949586000161584e-05
CHROM,9,55.67999999999999,55.4589573617274,8.266360505166476,15.999999999999996,0.7995030261491954,0.000742230382772226,0.12493057648791782,0.00012561612805653608
GBGR,10,55.739999999999995,55.4589573617274,8.266360505166476,15.999999999999996,0.6800483388554297,0.005107142929956134,0.13304512833129312,3.031017578936549e-05
GBGR,101,55.839999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.7660783052859255,0.010375644915117908,0.10773029379374496,7.660028536511399e-05
GBGR,104,56.019999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.6447427745478519,-0.002775939200252856,0.1516961530734196,1.7596655994964294e-05
GBGR,107,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.6921625755670735,-0.0007889401576655503,0.13940354207185182,0.0002667221471109617
GBGR,108,55.88,55.4589573617274,8.266360505166476,15.999999999999996,0.7803915527939982,0.0008947940467902776,0.12626252506975144,9.283146506915976e-05
GBGR,109,55.739999999999995,55.4589573617274,8.266360505166476,15.999999999999996,0.7024117634755221,-0.004374334844976303,0.10764653217882257,9.57999206555753e-05
GBGR,135,43.339999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.35920928174581845,0.01079821368763632,0.14470999292710773,2.0553242252403902e-05
GBGR,151,55.839999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.7597786759262509,-0.0033664177990487525,0.12280804001965515,0.0001412645721988506
GBGR,18,57.199999999999996,55.4589573617274,14.466130884041334,15.999999999999996,0.4684211126617286,0.01262133810688495,0.11358425280034427,1.1873591524685076e-06
GBGR,188,55.52,55.4589573617274,22.73249138920781,15.999999999999996,0.6639278911110872,-0.001201969952206028,0.10863955745436127,3.400291255710411e-06
GBGR,199,117.03999999999999,55.4589573617274,10.332950631458095,15.999999999999996,0.32444600154959435,0.006507243515365096,0.12005154193649355,1.2451870304221778e-05
GBGR,266,55.67999999999999,55.4589573617274,8.266360505166476,15.999999999999996,0.7505102506310265,0.004823640864285291,0.11689795597001106,8.008951754267848e-05
GBGR,280,55.559999999999995,55.4589573617274,8.266360505166476,15.999999999999996,0.6650521587800986,0.0052327128006578235,0.13869867239808112,0.0001393280349285763
GBGR,299,55.72,55.4589573617274,8.266360505166476,15.999999999999996,0.6452639190697934,0.005707983648236897,0.11067962310662835,0.00010096121867829007
GBGR,330,55.78,55.4589573617274,8.266360505166476,15.999999999999996,0.7665730377068503,0.011212735503272873,0.10482849623105898,3.442863320016223e-05
GBGR,333,55.48,55.4589573617274,8.266360505166476,15.999999999999996,0.7113271140893802,0.002417164115592677,0.12740857459079916,0.00038368632247101164
GBGR,336,55.8,55.4589573617274,8.266360505166476,15.999999999999996,0.7252181018844372,-0.0018157538567252632,0.15779164938403625,5.296759727557828e-05
GBGR,337,55.64,55.4589573617274,20.66590126291619,15.999999999999996,0.7429168931482164,-0.0017217499290518347,0.10884128700019548,2.7560378888239756e-05
GBGR,338,55.739999999999995,55.4589573617274,8.266360505166476,15.999999999999996,0.7219407061887508,0.008598111430322688,0.11408402482225595,5.100189441009402e-05
GBGR,347,55.9,55.4589573617274,8.266360505166476,15.999999999999996,0.7179521961878577,0.009733215685665349,0.12096967298461543,0.0002875705159789307
GBGR,36,55.98,55.4589573617274,8.266360505166476,15.999999999999996,0.7736919811737648,0.011034039265816488,0.131608116989793,0.00019095887397369774
GBGR,364,85.96,55.4589573617274,10.332950631458095,15.999999999999996,0.38899066376339975,0.0013710555172693289,0.09632135927031203,1.123752696450439e-05
GBGR,4,55.62,55.4589573617274,8.266360505166476,15.999999999999996,0.7526220184746217,0.00559348171213731,0.13967023130138012,0.00020316106047923757
GBGR,50,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.6970835642305313,0.005013737378567825,0.11878424167976473,6.200603389875009e-07
GBGR,6,55.67999999999999,55.4589573617274,20.66590126291619,15.999999999999996,0.7361608218071605,0.003003917744069224,0.11625689256254047,0.00012501606298702628
GBGR,69,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.7173657408025054,-0.006524248910277135,0.1229238362624575,4.7471382270147794e-05
GBGR,9,55.7,55.4589573617274,10.332950631458095,15.999999999999996,0.7838515126424014,-0.0040517327072476725,0.11990215114340268,5.6946646150521956e-05
GREEN,10,55.839999999999996,55.4589573617274,8.266360505166476,15.999999999999996,0.7995816858841813,-0.003744099924585351,0.10957531571196641,5.781072777320241e-05
GREEN,101,55.88,55.4589573617274,8.266360505166476,15.999999999999996,0.8167427125293774,0.008515252784751579,0.10521297982043952,5.9739897792350484e-05
GREEN,104,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.6031222723401377,0.0010619367047310032,0.13034697095457626,0.0002932328797228687
GREEN,107,55.3,55.4589573617274,8.266360505166476,15.999999999999996,0.5215102267939306,-0.008915253374956883,0.12505580628251367,1.1813785687711543e-05
GREEN,108,55.86,55.4589573617274,8.266360505166476,15.999999999999996,0.8035112366967638,0.008162129751480186,0.10969614660800807,8.904275686017458e-05
GREEN,109,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.7686945344324743,0.0034227658697726588,0.10884111368916934,1.6850398839102152e-05
GREEN,135,90.24,55.4589573617274,12.399540757749715,15.999999999999996,0.30730279887665835,0.0011293076527029104,0.07820067828469443,3.6324822910384716e-06
GREEN,151,55.78,55.4589573617274,22.73249138920781,15.999999999999996,0.787352194632032,0.01174574898091361,0.12179125726639879,0.00011223954316949402
GREEN,18,57.059999999999995,55.4589573617274,10.332950631458095,15.999999999999996,0.342503831535547,0.0037429221393262325,0.10288291935234653,0.00010984229787213037
GREEN,188,55.4,55.4589573617274,8.266360505166476,15.999999999999996,0.6127656294431865,-0.0032744972504328233,0.11626039693155997,0.0001125161429595699
GREEN,199,55.72,55.4589573617274,12.399540757749715,15.999999999999996,0.4406803993434941,-0.0026506502905561313,0.10724609101686183,1.4148013004716459e-05
GREEN,266,55.78,55.4589573617274,14.466130884041334,15.999999999999996,0.7972488796523192,0.00395276973005456,0.11145285817283371,3.986504167516617e-05
GREEN,280,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.791509282815691,-0.00950831168683103,0.1263608212418837,2.4054644697276603e-05
GREEN,299,55.7,55.4589573617274,12.399540757749715,15.999999999999996,0.7771230979067566,0.013299801826223171,0.1229443475161537,0.00011924922278031517
GREEN,330,55.82,55.4589573617274,14.466130884041334,15.999999999999996,0.7782442218723791,0.013223123695855392,0.11803138500261215,0.0001870884109077127
GREEN,333,55.64,55.4589573617274,8.266360505166476,15.999999999999996,0.7560793327392353,0.021164457164833287,0.12616565044404363,2.5597986524489834e-05
GREEN,336,55.86,55.4589573617274,20.66590126291619,15.999999999999996,0.7310008199064179,-0.011400980246385027,0.12330129633240182,0.00018767611172850273
GREEN,337,55.7,55.4589573617274,20.66590126291619,15.999999999999996,0.7813779745730581,0.018282160894415707,0.1239640749131342,0.00014058549302569187
GREEN,338,55.78,55.4589573617274,8.266360505166476,15.999999999999996,0.7870191376213731,0.005029270890999465,0.11471922589081425,3.593577807151248e-05
GREEN,347,55.88,55.4589573617274,8.266360505166476,15.999999999999996,0.7088661493618584,0.012064271544082433,0.10777283509073059,0.00012317830221492148
GREEN,36,55.96,55.4589573617274,8.266360505166476,15.999999999999996,0.8182354251122184,0.010665306122882173,0.10485838646402444,0.00026007872758204156
GREEN,364,85.82,55.4589573617274,10.332950631458095,15.999999999999996,0.41158368412405943,-0.013818431929908994,0.12316572992155363,7.960268434471263e-05
GREEN,4,55.46,55.4589573617274,10.332950631458095,15.999999999999996,0.5731871802037585,0.012782519357364033,0.11583579619498015,1.1379915725164202e-05
GREEN,50,55.64,55.4589573617274,8.266360505166476,15.999999999999996,0.8097196829372877,0.002673422438064628,0.10056038897798752,1.3697975023652677e-05
GREEN,6,55.49999999999999,55.4589573617274,8.266360505166476,15.999999999999996,0.6138730864731566,0.008872873135865829,0.13278521232466273,3.328354924971764e-05
GREEN,69,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.7516522226987276,0.0024198827238044087,0.13472970644824084,0.00010371204303238615
GREEN,9,55.7,55.4589573617274,12.399540757749715,15.999999999999996,0.8007121680643433,0.0028103579026778204,0.1201506403003279,2.5787348840105665e-05
ICA,10,55.9,55.4589573617274,8.266360505166476,15.999999999999996,0.7342170475357892,-0.002230336979279443,0.12505725788137123,0.00022054563129750244
ICA,101,56.24,55.4589573617274,10.332950631458095,15.999999999999996,0.46056085609805086,-0.0007544219680079037,0.12023400653000865,7.429678461313497e-05
ICA,104,55.94,55.4589573617274,8.266360505166476,15.999999999999996,0.7445208774501078,0.001294380510499651,0.10898844466808308,2.504393608569527e-05
ICA,107,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.7096299208146575,-0.0006323184043329031,0.13075388650161707,5.501265312513851e-05
ICA,108,55.86,55.4589573617274,8.266360505166476,15.999999999999996,0.8017733504644569,-0.0074151526531824885,0.14188202702031885,1.6696137258645724e-05
ICA,109,55.86,55.4589573617274,8.266360505166476,15.999999999999996,0.7718060386997206,-0.0023909701896255224,0.13870818218514902,0.0002174316297258305
ICA,135,57.98,55.4589573617274,10.332950631458095,15.999999999999996,0.2100525667055667,-0.0029974678313651687,0.16789477126964786,7.448879009894453e-05
ICA,151,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.742339673845472,0.00873267498628611,0.12478191183497768,4.2303676456659945e-05
ICA,18,50.12,55.4589573617274,8.266360505166476,15.999999999999996,0.38695660391980635,0.01706268802189962,0.13593087721930117,0.0001122495260485677
ICA,188,55.18,55.4589573617274,22.73249138920781,15.999999999999996,0.5605770178369073,0.0036018915591979196,0.10609749850605112,9.559572389443957e-05
ICA,199,56.019999999999996,55.4589573617274,12.399540757749715,15.999999999999996,0.462071059440181,-0.0028246258989696412,0.09939478858116323,4.7158746489169346e-05
ICA,266,55.64,55.4589573617274,8.266360505166476,15.999999999999996,0.5892607830977743,-0.003104675821575162,0.12222927384175462,0.00011342165300689511
ICA,280,55.26,55.4589573617274,18.59931113662457,15.999999999999996,0.45736479420669385,-0.014499774233206881,0.1163125675096441,1.602838814820565e-05
ICA,299,55.72,55.4589573617274,8.266360505166476,15.999999999999996,0.6270531780776429,-0.005144301317706985,0.122451393466829,0.00010964370901090277
ICA,330,55.76,55.4589573617274,8.266360505166476,15.999999999999996,0.6717538178435986,-0.008054555293623812,0.1543740518368059,2.2852586184661992e-05
ICA,333,55.66,55.4589573617274,12.399540757749715,15.999999999999996,0.7594390838132761,-0.011019436726428534,0.1279246792413712,3.945026215960774e-05
ICA,336,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.7450984704852506,0.005390691745938852,0.14666129341354261,7.624087787542356e-05
ICA,337,48.92,55.4589573617274,20.66590126291619,15.999999999999996,0.3908558621809599,-0.012382744226405246,0.08868262657602284,0.0002692346754547749
ICA,338,47.5,55.4589573617274,8.266360505166476,15.999999999999996,0.4228244185128913,-0.01869378362754936,0.13890357433811393,0.0001364452331498725
ICA,347,55.82,55.4589573617274,8.266360505166476,15.999999999999996,0.7759694393687253,-0.017069220461471878,0.1201592224072387,6.282203369549838e-05
ICA,36,55.739999999999995,55.4589573617274,8.266360505166476,15.999999999999996,0.7635696020235094,-0.01450547707897516,0.12747084252418703,9.184046965219599e-05
ICA,364,55.239999999999995,55.4589573617274,16.532721010332953,15.999999999999996,0.4043191270062634,-0.015413939971991393,0.12411742932146157,2.183813476748154e-06
